"word","category","category_reason","definition"
"boatbuilder","2","uncommon or archaic (low frequency)","a person who builds boats"
"boated","2","uncommon or archaic (low frequency)","ride in a boat on water"
"boater","2","uncommon or archaic (low frequency)","a stiff hat made of straw with a flat crown"
"boaters","2","uncommon or archaic (low frequency)","a stiff hat made of straw with a flat crown"
"boathouse","2","uncommon or archaic (low frequency)","a shed at the edge of a river or lake; used to store boats"
"boathouses","2","uncommon or archaic (low frequency)","a shed at the edge of a river or lake; used to store boats"
"boating","2","uncommon or archaic (low frequency)","water travel for pleasure"
"boatman","2","uncommon or archaic (low frequency)","someone who drives or rides in a boat"
"boatmen","2","uncommon or archaic (low frequency)","someone who drives or rides in a boat"
"boats","1","common english (recognizable)","a small vessel for travel on water"
"boatswain","2","uncommon or archaic (low frequency)","a petty officer on a merchant ship who controls the work of other seamen"
"boatswains","2","uncommon or archaic (low frequency)","a petty officer on a merchant ship who controls the work of other seamen"
"bob","1","common english (recognizable)","a former monetary unit in Great Britain"
"bobbed","2","uncommon or archaic (low frequency)","move up and down repeatedly"
"bobbies","2","uncommon or archaic (low frequency)","an informal term for a British policeman"
"bobbin","2","uncommon or archaic (low frequency)","a winder around which thread or tape or film or other flexible materials can be wound"
"bobbing","2","uncommon or archaic (low frequency)","move up and down repeatedly"
"bobbins","2","uncommon or archaic (low frequency)","a winder around which thread or tape or film or other flexible materials can be wound"
"bobble","2","uncommon or archaic (low frequency)","the momentary juggling of a batted or thrown baseball"
"bobbled","2","uncommon or archaic (low frequency)","make a mess of, destroy or ruin"
"bobbles","2","uncommon or archaic (low frequency)","the momentary juggling of a batted or thrown baseball"
"bobbling","2","uncommon or archaic (low frequency)","make a mess of, destroy or ruin"
"bobby","1","common english (recognizable)","an informal term for a British policeman"
"bobcat","2","uncommon or archaic (low frequency)","small lynx of North America"
"bobcats","2","uncommon or archaic (low frequency)","small lynx of North America"
"bobolink","2","uncommon or archaic (low frequency)","migratory American songbird"
"bobs","2","uncommon or archaic (low frequency)","a former monetary unit in Great Britain"
"bobsled","2","uncommon or archaic (low frequency)","formerly two short sleds coupled together"
"bobsledding","2","uncommon or archaic (low frequency)","riding on a bobsled"
"bobsleds","2","uncommon or archaic (low frequency)","formerly two short sleds coupled together"
"bobsleigh","2","uncommon or archaic (low frequency)","formerly two short sleds coupled together"
"bobtail","2","uncommon or archaic (low frequency)","a short or shortened tail of certain animals"
"bobtails","2","uncommon or archaic (low frequency)","a short or shortened tail of certain animals"
"boche","2","uncommon or archaic (low frequency)","offensive term for a person of German descent"
"bock","2","uncommon or archaic (low frequency)","a very strong lager traditionally brewed in the fall and aged through the winter for consumption in the spring"
"bocks","2","uncommon or archaic (low frequency)","a very strong lager traditionally brewed in the fall and aged through the winter for consumption in the spring"
"bod","2","uncommon or archaic (low frequency)","alternative names for the body of a human being"
"bodacious","2","uncommon or archaic (low frequency)","incorrigible"
"bode","2","uncommon or archaic (low frequency)","indicate by signs"
"boded","2","uncommon or archaic (low frequency)","indicate by signs"
"bodega","2","uncommon or archaic (low frequency)","a small Hispanic shop selling wine and groceries"
"bodegas","2","uncommon or archaic (low frequency)","a small Hispanic shop selling wine and groceries"
"bodes","2","uncommon or archaic (low frequency)","indicate by signs"
"bodge","2","uncommon or archaic (low frequency)","make a mess of, destroy or ruin"
"bodged","2","uncommon or archaic (low frequency)","make a mess of, destroy or ruin"
"bodhisattva","2","uncommon or archaic (low frequency)","Buddhist worthy of nirvana who postpones it to help others"
"bodice","2","uncommon or archaic (low frequency)","part of a dress above the waist"
"bodices","2","uncommon or archaic (low frequency)","part of a dress above the waist"
"bodied","2","uncommon or archaic (low frequency)","invest with or as with a body; give body to"
"bodies","1","common english (recognizable)","the entire structure of an organism (an animal, plant, or human being)"
"bodiless","2","uncommon or archaic (low frequency)","not having a material body"
"bodily","1","common english (recognizable)","of or relating to or belonging to the body"
"boding","2","uncommon or archaic (low frequency)","a feeling of evil to come"
"bodkin","2","uncommon or archaic (low frequency)","a dagger with a slender blade"
"bodkins","2","uncommon or archaic (low frequency)","a dagger with a slender blade"
"bods","2","uncommon or archaic (low frequency)","alternative names for the body of a human being"
"body","1","common english (recognizable)","the entire structure of an organism (an animal, plant, or human being)"
"bodybuilder","2","uncommon or archaic (low frequency)","someone who does special exercises to develop a brawny musculature"
"bodybuilders","2","uncommon or archaic (low frequency)","someone who does special exercises to develop a brawny musculature"
"bodybuilding","2","uncommon or archaic (low frequency)","exercise that builds muscles through tension"
"bodyguard","2","uncommon or archaic (low frequency)","someone who escorts and protects a prominent person"
"bodyguards","2","uncommon or archaic (low frequency)","someone who escorts and protects a prominent person"
"bodying","2","uncommon or archaic (low frequency)","invest with or as with a body; give body to"
"bodywork","2","uncommon or archaic (low frequency)","the exterior body of a motor vehicle"
"bodyworks","2","uncommon or archaic (low frequency)","the exterior body of a motor vehicle"
"boffin","2","uncommon or archaic (low frequency)","(British slang) a scientist or technician engaged in military research"
"boffins","2","uncommon or archaic (low frequency)","(British slang) a scientist or technician engaged in military research"
"boffo","2","uncommon or archaic (low frequency)","resoundingly successful and popular"
"bog","2","uncommon or archaic (low frequency)","wet spongy ground of decomposing vegetation; has poorer drainage than a swamp; soil is unfit for cultivation but can be cut and dried and used for fuel"
"bogey","2","uncommon or archaic (low frequency)","an evil spirit"
"bogeyman","2","uncommon or archaic (low frequency)","an imaginary monster used to frighten children"
"bogeymen","2","uncommon or archaic (low frequency)","an imaginary monster used to frighten children"
"bogeys","2","uncommon or archaic (low frequency)","an evil spirit"
"boggle","2","uncommon or archaic (low frequency)","startle with amazement or fear"
"boggled","2","uncommon or archaic (low frequency)","startle with amazement or fear"
"boggles","2","uncommon or archaic (low frequency)","startle with amazement or fear"
"boggling","2","uncommon or archaic (low frequency)","startle with amazement or fear"
"boggy","2","uncommon or archaic (low frequency)","(of soil) soft and watery"
"bogie","2","uncommon or archaic (low frequency)","an evil spirit"
"bogies","2","uncommon or archaic (low frequency)","an evil spirit"
"bogs","2","uncommon or archaic (low frequency)","wet spongy ground of decomposing vegetation; has poorer drainage than a swamp; soil is unfit for cultivation but can be cut and dried and used for fuel"
"bogus","2","uncommon or archaic (low frequency)","fraudulent; having a misleading appearance"
"bogy","2","uncommon or archaic (low frequency)","an unidentified (and possibly enemy) aircraft"
"bohemianism","2","uncommon or archaic (low frequency)","conduct characteristic of a bohemian"
